Datetime,Temp (deg C),Dew Point Temp (deg C),Rel Hum (%),Wind Dir (deg),Wind Spd (km/h),Visibility (km),Pressure (kPa),Hmdx,Wind Chill,Conditions
2017-07-08 19:00:00,20.8,13.3,62.0,260.0,3.0,48.3,101.57,,,Mostly Cloudy
2017-07-08 20:00:00,21.1,13.1,60.0,160.0,4.0,32.2,101.57,,,Mostly Cloudy
2017-07-08 21:00:00,19.5,13.1,66.0,90.0,16.0,32.2,101.61,,,Mostly Cloudy
2017-07-08 22:00:00,19.0,13.6,70.0,100.0,16.0,32.2,101.6,,,Mostly Cloudy
2017-07-08 23:00:00,18.6,13.9,74.0,120.0,13.0,32.2,101.61,,,Mostly Cloudy
2017-07-09 00:00:00,17.7,12.5,71.0,110.0,19.0,32.2,101.64,,,Mostly Cloudy
2017-07-09 01:00:00,16.1,12.3,78.0,100.0,15.0,32.2,101.65,,,Mostly Cloudy
2017-07-09 02:00:00,15.8,11.9,77.0,130.0,14.0,32.2,101.67,,,Mostly Cloudy
2017-07-09 03:00:00,15.4,11.6,78.0,90.0,22.0,32.2,101.68,,,Mostly Cloudy
2017-07-09 04:00:00,15.1,10.6,74.0,90.0,16.0,32.2,101.72,,,Mostly Cloudy
2017-07-09 05:00:00,15.7,10.9,73.0,100.0,17.0,32.2,101.77,,,Mostly Cloudy
2017-07-09 06:00:00,16.7,11.3,70.0,100.0,16.0,48.3,101.79,,,Mostly Cloudy
2017-07-09 07:00:00,16.4,11.7,73.0,100.0,20.0,48.3,101.83,,,Mostly Cloudy
2017-07-09 08:00:00,18.6,12.1,66.0,120.0,21.0,48.3,101.83,,,Mostly Cloudy
2017-07-09 09:00:00,19.2,12.3,64.0,110.0,19.0,32.2,101.85,,,Mostly Cloudy
2017-07-09 10:00:00,20.4,12.4,59.0,130.0,15.0,32.2,101.86,,,Mostly Cloudy
2017-07-09 11:00:00,21.7,13.4,59.0,170.0,9.0,32.2,101.88,25.0,,Mostly Cloudy
2017-07-09 12:00:00,23.7,13.4,52.0,120.0,8.0,48.3,101.87,27.0,,Mostly Cloudy
2017-07-09 13:00:00,21.6,14.8,65.0,250.0,16.0,48.3,101.85,25.0,,Mostly Cloudy
2017-07-09 14:00:00,20.6,15.1,70.0,250.0,16.0,48.3,101.83,25.0,,Mostly Cloudy
2017-07-09 15:00:00,21.4,12.8,58.0,250.0,16.0,48.3,101.79,,,Mostly Cloudy
2017-07-09 16:00:00,20.6,14.3,66.0,240.0,11.0,48.3,101.73,,,Mainly Clear
2017-07-09 17:00:00,21.6,14.7,64.0,260.0,13.0,48.3,101.68,25.0,,Mainly Clear
2017-07-09 18:00:00,20.5,15.2,71.0,250.0,11.0,48.3,101.63,25.0,,Mainly Clear
2017-07-09 19:00:00,20.3,15.5,73.0,270.0,17.0,48.3,101.6,25.0,,Mainly Clear
2017-07-09 20:00:00,19.6,16.3,81.0,270.0,20.0,48.3,101.56,,,Mainly Clear
2017-07-09 21:00:00,19.0,16.5,85.0,260.0,18.0,48.3,101.57,,,Mainly Clear
2017-07-09 22:00:00,19.1,14.5,74.0,280.0,31.0,48.3,101.56,,,Mainly Clear
2017-07-09 23:00:00,18.8,14.1,74.0,280.0,27.0,48.3,101.54,,,Mainly Clear
2017-07-10 00:00:00,18.3,13.1,71.0,290.0,32.0,48.3,101.5,,,Mainly Clear
2017-07-10 01:00:00,17.3,13.1,76.0,290.0,30.0,48.3,101.49,,,Clear
2017-07-10 02:00:00,16.9,12.8,76.0,290.0,33.0,48.3,101.49,,,Clear
2017-07-10 03:00:00,16.5,12.9,79.0,290.0,31.0,48.3,101.48,,,Clear
2017-07-10 04:00:00,16.0,12.4,79.0,290.0,26.0,48.3,101.49,,,Clear
2017-07-10 05:00:00,16.1,12.9,81.0,290.0,27.0,48.3,101.5,,,Clear
2017-07-10 06:00:00,16.9,12.8,76.0,290.0,29.0,48.3,101.52,,,Clear
2017-07-10 07:00:00,17.1,13.0,77.0,290.0,24.0,48.3,101.57,,,Mostly Cloudy
2017-07-10 08:00:00,17.9,13.2,74.0,290.0,25.0,48.3,101.6,,,Mostly Cloudy
2017-07-10 09:00:00,17.6,12.9,74.0,280.0,22.0,48.3,101.63,,,Mostly Cloudy
2017-07-10 10:00:00,18.4,12.9,70.0,290.0,22.0,48.3,101.64,,,Mostly Cloudy
2017-07-10 11:00:00,19.0,12.9,67.0,280.0,13.0,48.3,101.63,,,Mostly Cloudy
2017-07-10 12:00:00,19.7,12.6,63.0,260.0,10.0,48.3,101.63,,,Mostly Cloudy
2017-07-10 13:00:00,19.3,12.6,65.0,270.0,10.0,48.3,101.63,,,Cloudy
2017-07-10 14:00:00,18.9,13.0,68.0,270.0,11.0,48.3,101.65,,,Cloudy
2017-07-10 15:00:00,18.6,12.4,67.0,250.0,9.0,48.3,101.64,,,Cloudy
2017-07-10 16:00:00,18.7,12.4,66.0,270.0,8.0,48.3,101.63,,,Cloudy
2017-07-10 17:00:00,19.3,13.0,67.0,310.0,7.0,48.3,101.62,,,Cloudy
2017-07-10 18:00:00,18.9,12.7,67.0,280.0,12.0,48.3,101.63,,,Cloudy
2017-07-10 19:00:00,18.5,13.2,71.0,280.0,12.0,48.3,101.63,,,Mostly Cloudy
2017-07-10 20:00:00,17.1,11.9,72.0,250.0,8.0,48.3,101.64,,,Mostly Cloudy
2017-07-10 21:00:00,17.0,11.4,69.0,260.0,8.0,48.3,101.67,,,Mostly Cloudy
2017-07-10 22:00:00,17.0,12.1,73.0,360.0,3.0,32.2,101.69,,,Mostly Cloudy
2017-07-10 23:00:00,15.2,12.3,83.0,130.0,9.0,32.2,101.71,,,Mostly Cloudy
2017-07-11 00:00:00,14.0,11.1,82.0,90.0,17.0,32.2,101.73,,,Mostly Cloudy
2017-07-11 01:00:00,13.6,11.1,84.0,110.0,14.0,32.2,101.75,,,Mainly Clear
2017-07-11 02:00:00,12.8,10.7,87.0,100.0,15.0,32.2,101.78,,,Mainly Clear
2017-07-11 03:00:00,12.3,10.4,88.0,90.0,14.0,32.2,101.82,,,Mainly Clear
2017-07-11 04:00:00,12.8,10.9,88.0,100.0,14.0,32.2,101.82,,,Mostly Cloudy
2017-07-11 05:00:00,12.9,11.1,88.0,110.0,13.0,32.2,101.86,,,Mostly Cloudy
2017-07-11 06:00:00,13.9,11.0,83.0,110.0,17.0,24.1,101.89,,,Mostly Cloudy
2017-07-11 07:00:00,15.5,11.5,77.0,110.0,14.0,32.2,101.92,,,Mostly Cloudy
2017-07-11 08:00:00,16.8,11.0,69.0,100.0,13.0,48.3,101.94,,,Mostly Cloudy
2017-07-11 09:00:00,17.5,11.2,66.0,140.0,12.0,48.3,101.93,,,Mostly Cloudy
2017-07-11 10:00:00,18.7,11.1,61.0,120.0,7.0,48.3,101.92,,,Mainly Clear
2017-07-11 11:00:00,18.6,14.1,74.0,240.0,8.0,48.3,101.89,,,Mainly Clear
2017-07-11 12:00:00,19.8,14.1,69.0,210.0,19.0,48.3,101.86,,,Mainly Clear
2017-07-11 13:00:00,21.1,13.7,62.0,210.0,16.0,48.3,101.83,,,Mainly Clear
2017-07-11 14:00:00,20.9,14.3,65.0,210.0,17.0,48.3,101.79,,,Mainly Clear
2017-07-11 15:00:00,21.4,13.0,58.0,220.0,13.0,48.3,101.75,,,Mainly Clear
2017-07-11 16:00:00,21.1,12.9,59.0,220.0,17.0,48.3,101.66,,,Mainly Clear
2017-07-11 17:00:00,21.2,12.2,56.0,210.0,13.0,48.3,101.61,,,Mainly Clear
2017-07-11 18:00:00,20.9,11.6,55.0,210.0,14.0,48.3,101.58,,,Mainly Clear
2017-07-11 19:00:00,19.5,12.5,63.0,180.0,13.0,48.3,101.56,,,Mostly Cloudy
2017-07-11 20:00:00,19.0,11.8,62.0,160.0,12.0,48.3,101.55,,,Mostly Cloudy
2017-07-11 21:00:00,17.5,13.0,74.0,90.0,14.0,48.3,101.56,,,Mostly Cloudy
2017-07-11 22:00:00,16.4,12.1,75.0,90.0,17.0,32.2,101.54,,,Mostly Cloudy
2017-07-11 23:00:00,15.7,11.8,77.0,100.0,17.0,32.2,101.53,,,Mostly Cloudy
2017-07-12 00:00:00,15.0,11.4,79.0,100.0,18.0,32.2,101.53,,,Mostly Cloudy
2017-07-12 01:00:00,15.0,10.5,74.0,100.0,15.0,32.2,101.54,,,Mainly Clear
2017-07-12 02:00:00,14.1,10.3,77.0,100.0,16.0,32.2,101.54,,,Mainly Clear
2017-07-12 03:00:00,13.8,9.7,76.0,100.0,18.0,32.2,101.55,,,Mainly Clear
2017-07-12 04:00:00,13.5,9.4,76.0,110.0,22.0,32.2,101.58,,,Mainly Clear
2017-07-12 05:00:00,13.4,9.6,77.0,110.0,20.0,32.2,101.61,,,Mainly Clear
2017-07-12 06:00:00,14.5,9.9,74.0,100.0,25.0,48.3,101.63,,,Mainly Clear
2017-07-12 07:00:00,15.8,10.6,71.0,100.0,23.0,48.3,101.68,,,Mainly Clear
2017-07-12 08:00:00,16.9,10.9,67.0,120.0,21.0,48.3,101.69,,,Mainly Clear
2017-07-12 09:00:00,18.3,11.2,63.0,150.0,19.0,48.3,101.7,,,Mainly Clear
2017-07-12 10:00:00,19.5,10.6,56.0,140.0,19.0,48.3,101.71,,,Mostly Cloudy
2017-07-12 11:00:00,20.5,11.3,55.0,140.0,17.0,48.3,101.72,,,Mostly Cloudy
2017-07-12 12:00:00,21.2,10.7,51.0,150.0,16.0,48.3,101.7,,,Mostly Cloudy
2017-07-12 13:00:00,20.7,12.2,58.0,180.0,12.0,48.3,101.67,,,Mostly Cloudy
2017-07-12 14:00:00,22.1,12.3,53.0,150.0,13.0,48.3,101.64,25.0,,Mostly Cloudy
2017-07-12 15:00:00,22.8,13.0,54.0,160.0,16.0,48.3,101.59,26.0,,Mostly Cloudy
2017-07-12 16:00:00,22.4,11.6,50.0,90.0,12.0,48.3,101.52,,,Mostly Cloudy
2017-07-12 17:00:00,23.3,11.8,48.0,160.0,11.0,48.3,101.47,25.0,,Mostly Cloudy
2017-07-12 18:00:00,21.5,10.7,50.0,170.0,8.0,48.3,101.42,,,Mostly Cloudy
2017-07-12 19:00:00,20.3,13.3,64.0,200.0,9.0,48.3,101.39,,,Mainly Clear
2017-07-12 20:00:00,19.0,12.1,64.0,140.0,11.0,48.3,101.4,,,Mainly Clear
2017-07-12 21:00:00,18.5,11.5,63.0,110.0,8.0,48.3,101.42,,,Mainly Clear
2017-07-12 22:00:00,17.6,12.1,70.0,90.0,12.0,32.2,101.42,,,Mostly Cloudy
2017-07-12 23:00:00,16.7,12.8,77.0,100.0,12.0,32.2,101.43,,,Mostly Cloudy
2017-07-13 00:00:00,17.0,12.3,74.0,120.0,13.0,32.2,101.44,,,Mostly Cloudy
2017-07-13 01:00:00,16.9,12.3,74.0,100.0,14.0,32.2,101.42,,,Mostly Cloudy
2017-07-13 02:00:00,16.6,13.0,79.0,140.0,14.0,32.2,101.46,,,Mostly Cloudy
2017-07-13 03:00:00,15.7,12.1,79.0,140.0,11.0,24.1,101.53,,,Mostly Cloudy
2017-07-13 04:00:00,15.4,12.4,82.0,90.0,13.0,32.2,101.57,,,Mostly Cloudy
2017-07-13 05:00:00,15.5,12.4,82.0,100.0,15.0,32.2,101.61,,,Mostly Cloudy
2017-07-13 06:00:00,15.6,12.9,84.0,90.0,18.0,48.3,101.66,,,Mostly Cloudy
2017-07-13 07:00:00,16.0,12.8,81.0,90.0,19.0,48.3,101.71,,,Cloudy
2017-07-13 08:00:00,17.2,13.2,77.0,80.0,15.0,48.3,101.77,,,Cloudy
2017-07-13 09:00:00,18.8,11.4,61.0,80.0,13.0,24.1,101.86,,,Cloudy
2017-07-13 10:00:00,21.5,12.5,56.0,360.0,1.0,32.2,101.93,,,Cloudy
2017-07-13 11:00:00,20.1,12.6,62.0,120.0,14.0,32.2,101.95,,,Cloudy
2017-07-13 12:00:00,21.0,11.5,54.0,160.0,12.0,48.3,101.96,,,Cloudy
2017-07-13 13:00:00,20.7,11.4,55.0,180.0,13.0,48.3,102.02,,,Mostly Cloudy
2017-07-13 14:00:00,22.0,11.7,51.0,130.0,14.0,48.3,101.99,,,Mostly Cloudy
2017-07-13 15:00:00,21.6,12.3,55.0,190.0,20.0,48.3,102.01,,,Mostly Cloudy
2017-07-13 16:00:00,22.2,10.5,47.0,160.0,18.0,48.3,101.98,,,Mainly Clear
2017-07-13 17:00:00,21.5,12.2,55.0,170.0,18.0,48.3,101.97,,,Mainly Clear
2017-07-13 18:00:00,20.6,10.9,53.0,150.0,14.0,48.3,101.93,,,Mainly Clear
2017-07-13 19:00:00,19.9,10.5,54.0,140.0,13.0,48.3,101.92,,,Clear
2017-07-13 20:00:00,17.6,10.6,63.0,140.0,15.0,48.3,101.94,,,Clear
2017-07-13 21:00:00,16.8,11.1,69.0,110.0,11.0,48.3,101.98,,,Clear
2017-07-13 22:00:00,16.1,11.1,72.0,80.0,12.0,48.3,101.98,,,Clear
2017-07-13 23:00:00,14.9,10.7,75.0,100.0,13.0,48.3,102.0,,,Clear
2017-07-14 00:00:00,14.8,10.8,76.0,100.0,11.0,48.3,102.02,,,Clear
2017-07-14 01:00:00,14.1,10.2,77.0,90.0,8.0,48.3,102.02,,,Clear
2017-07-14 02:00:00,13.8,10.2,79.0,100.0,12.0,48.3,102.03,,,Clear
2017-07-14 03:00:00,13.3,10.0,80.0,90.0,12.0,48.3,102.04,,,Clear
2017-07-14 04:00:00,12.8,9.7,82.0,100.0,12.0,48.3,102.06,,,Mainly Clear
2017-07-14 05:00:00,13.3,10.2,81.0,90.0,10.0,32.2,102.1,,,Mainly Clear
2017-07-14 06:00:00,13.7,10.8,83.0,100.0,12.0,48.3,102.11,,,Mainly Clear
2017-07-14 07:00:00,15.6,10.8,73.0,110.0,11.0,48.3,102.13,,,Mainly Clear
2017-07-14 08:00:00,17.9,10.9,63.0,100.0,9.0,48.3,102.12,,,Mainly Clear
2017-07-14 09:00:00,19.5,10.9,57.0,130.0,8.0,48.3,102.09,,,Mainly Clear
2017-07-14 10:00:00,18.1,13.4,74.0,220.0,19.0,48.3,102.09,,,Mainly Clear
2017-07-14 11:00:00,18.4,13.2,71.0,220.0,16.0,48.3,102.07,,,Mainly Clear
2017-07-14 12:00:00,19.3,12.6,65.0,240.0,14.0,48.3,102.03,,,Mainly Clear
2017-07-14 13:00:00,19.4,11.8,61.0,260.0,13.0,48.3,101.99,,,Mainly Clear
2017-07-14 14:00:00,20.7,13.5,63.0,280.0,7.0,48.3,101.94,,,Mainly Clear
2017-07-14 15:00:00,21.3,12.6,57.0,230.0,10.0,48.3,101.89,,,Mainly Clear
2017-07-14 16:00:00,21.8,12.8,56.0,230.0,12.0,48.3,101.84,,,Clear
2017-07-14 17:00:00,22.5,13.9,58.0,250.0,9.0,48.3,101.77,26.0,,Clear
2017-07-14 18:00:00,21.4,14.3,64.0,230.0,10.0,48.3,101.73,25.0,,Clear
2017-07-14 19:00:00,21.1,12.8,59.0,190.0,12.0,48.3,101.71,,,Clear
2017-07-14 20:00:00,20.0,11.1,56.0,140.0,12.0,48.3,101.73,,,Clear
2017-07-14 21:00:00,18.6,11.2,62.0,140.0,9.0,48.3,101.77,,,Clear
2017-07-14 22:00:00,18.3,11.5,64.0,130.0,12.0,48.3,101.8,,,Mostly Cloudy
2017-07-14 23:00:00,17.4,12.4,72.0,90.0,15.0,48.3,101.82,,,Mostly Cloudy
2017-07-15 00:00:00,16.8,11.8,72.0,100.0,13.0,48.3,101.83,,,Mostly Cloudy
2017-07-15 01:00:00,16.6,12.6,77.0,120.0,15.0,32.2,101.85,,,Mostly Cloudy
2017-07-15 02:00:00,15.9,11.1,73.0,110.0,18.0,32.2,101.88,,,Mostly Cloudy
2017-07-15 03:00:00,15.0,11.4,79.0,120.0,15.0,32.2,101.93,,,Mostly Cloudy
2017-07-15 04:00:00,13.9,11.2,84.0,100.0,20.0,32.2,101.95,,,Mainly Clear
2017-07-15 05:00:00,13.8,11.3,85.0,120.0,12.0,32.2,102.01,,,Mainly Clear
2017-07-15 06:00:00,14.9,11.4,79.0,100.0,19.0,48.3,102.05,,,Mainly Clear
2017-07-15 07:00:00,16.3,11.0,70.0,110.0,22.0,48.3,102.09,,,Mainly Clear
2017-07-15 08:00:00,17.4,10.2,62.0,120.0,20.0,48.3,102.12,,,Mainly Clear
2017-07-15 09:00:00,18.6,9.6,55.0,130.0,19.0,48.3,102.13,,,Mainly Clear
2017-07-15 10:00:00,19.6,9.6,52.0,130.0,15.0,48.3,102.14,,,Mainly Clear
2017-07-15 11:00:00,20.9,9.3,47.0,130.0,12.0,48.3,102.12,,,Mainly Clear
2017-07-15 12:00:00,22.1,11.0,49.0,180.0,8.0,48.3,102.12,,,Mainly Clear
2017-07-15 13:00:00,22.9,9.8,43.0,170.0,10.0,48.3,102.1,,,Mainly Clear
2017-07-15 14:00:00,23.0,10.4,44.0,200.0,19.0,48.3,102.09,,,Mainly Clear
2017-07-15 15:00:00,23.4,10.6,44.0,200.0,14.0,48.3,102.05,25.0,,Mainly Clear
2017-07-15 16:00:00,23.4,11.6,47.0,200.0,14.0,48.3,102.02,25.0,,Mainly Clear
2017-07-15 17:00:00,21.8,11.0,50.0,200.0,16.0,48.3,101.99,,,Mainly Clear
2017-07-15 18:00:00,20.8,11.1,54.0,200.0,22.0,48.3,101.98,,,Mainly Clear
2017-07-15 19:00:00,19.0,13.6,70.0,270.0,24.0,48.3,101.96,,,Mainly Clear
2017-07-15 20:00:00,18.4,12.0,66.0,290.0,19.0,48.3,101.96,,,Mainly Clear
2017-07-15 21:00:00,18.0,8.4,53.0,260.0,34.0,48.3,101.98,,,Mainly Clear
2017-07-15 22:00:00,17.5,8.9,56.0,250.0,26.0,48.3,101.99,,,Mostly Cloudy
2017-07-15 23:00:00,16.9,8.9,59.0,240.0,22.0,48.3,102.01,,,Mostly Cloudy
2017-07-16 00:00:00,16.2,9.3,63.0,240.0,23.0,48.3,102.04,,,Mostly Cloudy
2017-07-16 01:00:00,15.6,9.6,67.0,240.0,17.0,48.3,102.06,,,Mainly Clear
2017-07-16 02:00:00,16.0,9.3,64.0,240.0,16.0,48.3,102.1,,,Mainly Clear
2017-07-16 03:00:00,16.0,9.5,65.0,230.0,16.0,48.3,102.13,,,Mainly Clear
2017-07-16 04:00:00,15.7,9.2,65.0,230.0,19.0,48.3,102.19,,,Mostly Cloudy
2017-07-16 05:00:00,15.9,10.1,68.0,220.0,12.0,48.3,102.24,,,Mostly Cloudy
2017-07-16 06:00:00,16.4,9.6,64.0,240.0,15.0,48.3,102.27,,,Mostly Cloudy
2017-07-16 07:00:00,17.1,8.9,58.0,230.0,11.0,48.3,102.33,,,Mostly Cloudy
2017-07-16 08:00:00,17.4,10.2,63.0,240.0,13.0,48.3,102.36,,,Mostly Cloudy
2017-07-16 09:00:00,19.0,12.6,66.0,300.0,8.0,48.3,102.37,,,Mostly Cloudy
2017-07-16 10:00:00,19.3,11.8,61.0,290.0,12.0,48.3,102.39,,,Mainly Clear
2017-07-16 11:00:00,18.8,11.6,62.0,210.0,10.0,48.3,102.41,,,Mainly Clear
2017-07-16 12:00:00,19.5,11.3,59.0,260.0,11.0,48.3,102.4,,,Mainly Clear
2017-07-16 13:00:00,19.6,11.9,61.0,240.0,11.0,48.3,102.39,,,Mainly Clear
2017-07-16 14:00:00,19.7,11.4,58.0,210.0,13.0,48.3,102.36,,,Mainly Clear
2017-07-16 15:00:00,20.0,11.4,57.0,220.0,15.0,48.3,102.31,,,Mainly Clear
2017-07-16 16:00:00,20.0,9.2,49.0,220.0,14.0,48.3,102.25,,,Mainly Clear
2017-07-16 17:00:00,20.0,7.6,44.0,240.0,10.0,48.3,102.19,,,Mainly Clear
2017-07-16 18:00:00,19.1,9.0,52.0,220.0,8.0,48.3,102.16,,,Mainly Clear
2017-07-16 19:00:00,18.4,10.0,58.0,290.0,13.0,48.3,102.15,,,Mostly Cloudy
2017-07-16 20:00:00,17.1,10.8,66.0,290.0,8.0,48.3,102.13,,,Mostly Cloudy
2017-07-16 21:00:00,17.1,11.4,69.0,250.0,9.0,48.3,102.12,,,Mostly Cloudy
2017-07-16 22:00:00,16.9,11.8,71.0,220.0,9.0,48.3,102.07,,,Mainly Clear
2017-07-16 23:00:00,15.8,10.8,72.0,290.0,14.0,48.3,102.04,,,Mainly Clear
2017-07-17 00:00:00,16.0,11.4,74.0,290.0,17.0,48.3,102.01,,,Mainly Clear
2017-07-17 01:00:00,15.6,9.6,67.0,50.0,11.0,48.3,102.01,,,Clear
2017-07-17 02:00:00,13.6,8.9,73.0,90.0,6.0,48.3,101.99,,,Clear
2017-07-17 03:00:00,13.3,9.1,76.0,90.0,4.0,48.3,101.98,,,Clear
2017-07-17 04:00:00,11.5,8.5,82.0,360.0,2.0,48.3,101.99,,,Clear
2017-07-17 05:00:00,13.3,8.9,74.0,80.0,5.0,48.3,102.01,,,Clear
2017-07-17 06:00:00,15.4,10.5,72.0,120.0,4.0,48.3,102.02,,,Clear
2017-07-17 07:00:00,17.4,11.3,67.0,160.0,5.0,48.3,102.02,,,Mainly Clear
2017-07-17 08:00:00,18.2,11.7,65.0,260.0,12.0,48.3,102.0,,,Mainly Clear
2017-07-17 09:00:00,18.7,11.9,64.0,290.0,18.0,48.3,101.97,,,Mainly Clear
2017-07-17 10:00:00,19.5,12.6,64.0,290.0,22.0,48.3,101.94,,,Mostly Cloudy
2017-07-17 11:00:00,19.7,13.1,65.0,290.0,25.0,48.3,101.89,,,Mostly Cloudy
2017-07-17 12:00:00,20.7,12.4,59.0,280.0,25.0,40.2,101.86,,,Mostly Cloudy
2017-07-17 13:00:00,20.6,13.2,62.0,280.0,26.0,40.2,101.83,,,Mostly Cloudy
2017-07-17 14:00:00,21.3,14.4,64.0,290.0,22.0,40.2,101.76,25.0,,Mostly Cloudy
2017-07-17 15:00:00,22.3,13.7,58.0,290.0,20.0,32.2,101.7,25.0,,Mostly Cloudy
2017-07-17 16:00:00,21.6,14.0,61.0,300.0,19.0,40.2,101.65,25.0,,Cloudy
2017-07-17 17:00:00,21.8,13.7,60.0,280.0,17.0,32.2,101.59,25.0,,Cloudy
2017-07-17 18:00:00,20.7,14.3,67.0,280.0,12.0,48.3,101.56,,,Cloudy
2017-07-17 19:00:00,20.1,13.2,64.0,220.0,11.0,32.2,101.54,,,Mostly Cloudy
2017-07-17 20:00:00,18.1,14.1,77.0,230.0,10.0,48.3,101.53,,,Mostly Cloudy
2017-07-17 21:00:00,17.4,13.8,79.0,260.0,9.0,32.2,101.56,,,Mostly Cloudy
2017-07-17 22:00:00,16.9,14.3,84.0,210.0,10.0,32.2,101.58,,,Mainly Clear
2017-07-17 23:00:00,16.4,12.7,79.0,180.0,5.0,32.2,101.58,,,Mainly Clear
2017-07-18 00:00:00,14.9,11.3,79.0,90.0,8.0,32.2,101.59,,,Mainly Clear
2017-07-18 01:00:00,16.5,12.8,79.0,70.0,7.0,32.2,101.57,,,Mainly Clear
2017-07-18 02:00:00,14.7,12.1,84.0,100.0,14.0,32.2,101.58,,,Mainly Clear
2017-07-18 03:00:00,14.0,12.3,89.0,100.0,10.0,32.2,101.59,,,Mainly Clear
2017-07-18 04:00:00,13.7,11.8,88.0,90.0,8.0,32.2,101.61,,,Mainly Clear
2017-07-18 05:00:00,13.4,10.8,85.0,100.0,7.0,48.3,101.63,,,Mainly Clear
2017-07-18 06:00:00,15.5,12.2,81.0,90.0,7.0,24.1,101.65,,,Mainly Clear
2017-07-18 07:00:00,17.0,12.5,75.0,110.0,10.0,24.1,101.67,,,Clear
2017-07-18 08:00:00,18.8,12.4,66.0,100.0,8.0,24.1,101.68,,,Clear
2017-07-18 09:00:00,20.6,10.3,51.0,140.0,5.0,32.2,101.65,,,Clear
2017-07-18 10:00:00,20.2,13.2,64.0,240.0,14.0,48.3,101.62,,,Clear
2017-07-18 11:00:00,20.3,13.2,63.0,230.0,12.0,48.3,101.62,,,Clear
2017-07-18 12:00:00,20.6,13.2,62.0,250.0,14.0,48.3,101.59,,,Clear
2017-07-18 13:00:00,21.4,12.9,58.0,250.0,11.0,48.3,101.56,,,Clear
2017-07-18 14:00:00,22.0,12.8,55.0,240.0,11.0,48.3,101.53,25.0,,Clear
2017-07-18 15:00:00,22.2,12.4,53.0,230.0,14.0,48.3,101.49,25.0,,Clear
2017-07-18 16:00:00,22.1,11.9,52.0,240.0,13.0,48.3,101.47,,,Clear
2017-07-18 17:00:00,22.2,13.4,57.0,250.0,9.0,32.2,101.43,25.0,,Clear
2017-07-18 18:00:00,21.9,12.7,55.0,220.0,10.0,32.2,101.4,25.0,,Clear
2017-07-18 19:00:00,21.6,14.3,63.0,230.0,4.0,32.2,101.41,25.0,,Mainly Clear
2017-07-18 20:00:00,22.4,9.4,43.0,130.0,5.0,32.2,101.41,,,Mainly Clear
2017-07-18 21:00:00,19.9,13.2,65.0,90.0,17.0,32.2,101.44,,,Mainly Clear
2017-07-18 22:00:00,18.2,11.9,66.0,100.0,18.0,32.2,101.49,,,Mainly Clear
2017-07-18 23:00:00,17.1,11.1,68.0,100.0,13.0,32.2,101.51,,,Mainly Clear
2017-07-19 00:00:00,17.9,11.0,64.0,110.0,18.0,32.2,101.55,,,Mainly Clear
2017-07-19 01:00:00,16.3,10.5,68.0,100.0,18.0,32.2,101.57,,,Mainly Clear
2017-07-19 02:00:00,15.5,9.0,65.0,100.0,16.0,32.2,101.61,,,Mainly Clear
2017-07-19 03:00:00,14.3,7.7,64.0,100.0,19.0,32.2,101.64,,,Mainly Clear
2017-07-19 04:00:00,14.3,7.0,61.0,100.0,20.0,48.3,101.68,,,Mainly Clear
2017-07-19 05:00:00,14.7,7.7,63.0,90.0,20.0,48.3,101.73,,,Mainly Clear
2017-07-19 06:00:00,15.0,9.0,67.0,100.0,24.0,48.3,101.76,,,Mainly Clear
2017-07-19 07:00:00,16.3,10.1,66.0,100.0,26.0,48.3,101.8,,,Mainly Clear
2017-07-19 08:00:00,18.1,10.4,60.0,100.0,26.0,48.3,101.81,,,Mainly Clear
2017-07-19 09:00:00,19.5,10.2,55.0,100.0,27.0,48.3,101.82,,,Mainly Clear
2017-07-19 10:00:00,20.5,8.9,47.0,130.0,25.0,48.3,101.8,,,Mainly Clear
2017-07-19 11:00:00,21.8,9.0,43.0,120.0,21.0,48.3,101.79,,,Mainly Clear
2017-07-19 12:00:00,22.5,9.5,43.0,160.0,17.0,48.3,101.76,,,Mainly Clear
2017-07-19 13:00:00,23.6,8.4,37.0,130.0,12.0,48.3,101.7,,,Mostly Cloudy
2017-07-19 14:00:00,23.1,10.0,43.0,200.0,22.0,48.3,101.62,,,Mostly Cloudy
2017-07-19 15:00:00,21.7,11.6,52.0,200.0,19.0,48.3,101.56,,,Mostly Cloudy
2017-07-19 16:00:00,21.8,8.9,43.0,190.0,17.0,48.3,101.52,,,Cloudy
2017-07-19 17:00:00,21.6,10.2,48.0,180.0,8.0,48.3,101.45,,,Cloudy
2017-07-19 18:00:00,22.3,8.4,41.0,130.0,7.0,48.3,101.42,,,Cloudy
2017-07-19 19:00:00,21.6,11.5,52.0,130.0,9.0,48.3,101.42,,,Mostly Cloudy
2017-07-19 20:00:00,19.6,12.2,62.0,100.0,14.0,48.3,101.43,,,Mostly Cloudy
2017-07-19 21:00:00,19.1,12.2,64.0,130.0,18.0,48.3,101.44,,,Mostly Cloudy
2017-07-19 22:00:00,18.9,13.3,70.0,110.0,19.0,32.2,101.44,,,Cloudy
2017-07-19 23:00:00,16.9,13.3,79.0,110.0,20.0,32.2,101.46,,,Rain
2017-07-20 00:00:00,16.8,13.5,81.0,130.0,13.0,32.2,101.49,,,Rain
2017-07-20 01:00:00,16.8,12.7,77.0,100.0,16.0,32.2,101.49,,,Mostly Cloudy
