Datetime,Temp (deg C),Dew Point Temp (deg C),Rel Hum (%),Wind Dir (deg),Wind Spd (km/h),Visibility (km),Pressure (kPa),Hmdx,Wind Chill,Conditions
2017-02-23 21:00:00,3.1,0.0,80.0,140.0,7.0,24.1,102.09,,,Mostly Cloudy
2017-02-23 22:00:00,3.7,-0.3,75.0,60.0,10.0,32.2,102.09,,,Cloudy
2017-02-23 23:00:00,3.5,0.0,78.0,70.0,11.0,32.2,102.06,,,Cloudy
2017-02-24 00:00:00,2.3,0.0,85.0,80.0,9.0,32.2,102.02,,,Cloudy
2017-02-24 01:00:00,1.8,0.3,90.0,80.0,16.0,32.2,101.99,,,Mostly Cloudy
2017-02-24 02:00:00,1.6,0.3,91.0,80.0,17.0,32.2,101.99,,,Mostly Cloudy
2017-02-24 03:00:00,1.7,0.4,91.0,80.0,19.0,32.2,101.96,,,Mostly Cloudy
2017-02-24 04:00:00,1.8,0.2,89.0,80.0,21.0,32.2,101.99,,,Cloudy
2017-02-24 05:00:00,1.6,0.1,90.0,80.0,22.0,32.2,101.99,,,Cloudy
2017-02-24 06:00:00,1.4,0.1,91.0,90.0,19.0,32.2,102.0,,,Cloudy
2017-02-24 07:00:00,1.8,0.3,90.0,80.0,19.0,24.1,102.04,,,Cloudy
2017-02-24 08:00:00,1.8,-0.1,87.0,70.0,20.0,32.2,102.07,,,Cloudy
2017-02-24 09:00:00,2.6,-0.2,82.0,70.0,19.0,48.3,102.11,,,Cloudy
2017-02-24 10:00:00,3.7,-0.5,74.0,60.0,17.0,32.2,102.17,,,Cloudy
2017-02-24 11:00:00,5.7,-1.0,62.0,130.0,20.0,48.3,102.2,,,Cloudy
2017-02-24 12:00:00,5.5,-2.1,58.0,100.0,16.0,48.3,102.25,,,Cloudy
2017-02-24 13:00:00,6.1,-1.5,58.0,100.0,12.0,48.3,102.24,,,Mostly Cloudy
2017-02-24 14:00:00,7.6,-2.7,48.0,90.0,14.0,48.3,102.22,,,Mostly Cloudy
2017-02-24 15:00:00,7.3,-1.6,53.0,290.0,11.0,48.3,102.23,,,Mostly Cloudy
2017-02-24 16:00:00,6.1,-0.9,61.0,240.0,13.0,48.3,102.23,,,Mainly Clear
2017-02-24 17:00:00,5.2,0.2,70.0,290.0,12.0,48.3,102.26,,,Mainly Clear
2017-02-24 18:00:00,2.6,-0.9,78.0,290.0,13.0,48.3,102.31,,,Mainly Clear
2017-02-24 19:00:00,3.5,-0.3,76.0,300.0,17.0,32.2,102.34,,,Clear
2017-02-24 20:00:00,3.6,-0.2,76.0,310.0,20.0,32.2,102.37,,,Clear
2017-02-24 21:00:00,1.9,-0.5,84.0,340.0,9.0,32.2,102.43,,,Clear
2017-02-24 22:00:00,2.1,-1.0,80.0,110.0,4.0,32.2,102.42,,,Mainly Clear
2017-02-24 23:00:00,1.2,-1.7,81.0,310.0,5.0,32.2,102.45,,,Mainly Clear
2017-02-25 00:00:00,0.4,-1.8,85.0,10.0,7.0,32.2,102.48,,,Mainly Clear
2017-02-25 01:00:00,0.2,-2.4,83.0,110.0,4.0,32.2,102.49,,,Mainly Clear
2017-02-25 02:00:00,0.0,-2.7,82.0,360.0,1.0,32.2,102.51,,0.0,Mainly Clear
2017-02-25 03:00:00,-1.3,-4.2,81.0,80.0,5.0,32.2,102.46,,-3.0,Mainly Clear
2017-02-25 04:00:00,-2.0,-3.4,90.0,100.0,10.0,32.2,102.43,,-6.0,Mainly Clear
2017-02-25 05:00:00,-1.9,-3.3,90.0,20.0,5.0,32.2,102.43,,-4.0,Mainly Clear
2017-02-25 06:00:00,-1.6,-2.9,91.0,80.0,4.0,32.2,102.39,,-3.0,Mainly Clear
2017-02-25 07:00:00,-1.1,-2.8,88.0,70.0,8.0,32.2,102.4,,-4.0,Mainly Clear
2017-02-25 08:00:00,-0.2,-2.6,84.0,120.0,6.0,48.3,102.38,,-2.0,Mainly Clear
2017-02-25 09:00:00,0.9,-1.0,87.0,100.0,10.0,48.3,102.35,,,Mainly Clear
2017-02-25 10:00:00,2.9,-0.7,77.0,110.0,11.0,48.3,102.28,,,Cloudy
2017-02-25 11:00:00,3.7,-0.7,73.0,140.0,4.0,48.3,102.25,,,Cloudy
2017-02-25 12:00:00,4.6,-0.2,71.0,250.0,5.0,48.3,102.22,,,Cloudy
2017-02-25 13:00:00,4.5,-0.3,71.0,220.0,9.0,48.3,102.08,,,Cloudy
2017-02-25 14:00:00,4.7,-0.7,68.0,360.0,1.0,48.3,101.97,,,Cloudy
2017-02-25 15:00:00,5.2,-0.2,68.0,140.0,9.0,48.3,101.85,,,Cloudy
2017-02-25 16:00:00,5.3,0.1,69.0,110.0,8.0,48.3,101.73,,,Cloudy
2017-02-25 17:00:00,4.9,0.1,71.0,90.0,8.0,48.3,101.62,,,Cloudy
2017-02-25 18:00:00,4.7,0.5,74.0,60.0,13.0,24.1,101.51,,,Cloudy
2017-02-25 19:00:00,4.3,0.6,77.0,50.0,12.0,19.3,101.43,,,Rain Showers
2017-02-25 20:00:00,3.1,1.2,87.0,60.0,13.0,24.1,101.33,,,Rain Showers
2017-02-25 21:00:00,3.0,1.2,88.0,80.0,16.0,19.3,101.27,,,Rain Showers
2017-02-25 22:00:00,2.1,1.2,94.0,100.0,17.0,19.3,101.19,,,Cloudy
2017-02-25 23:00:00,1.2,0.6,96.0,100.0,19.0,12.9,101.12,,,Rain Showers
2017-02-26 00:00:00,0.6,0.2,97.0,100.0,18.0,8.1,101.04,,,"Rain,Snow"
2017-02-26 01:00:00,0.7,0.3,97.0,80.0,16.0,9.7,100.95,,,"Rain,Snow"
2017-02-26 02:00:00,1.2,0.8,97.0,70.0,16.0,12.9,100.88,,,Rain
2017-02-26 03:00:00,1.1,0.4,95.0,70.0,21.0,12.9,100.81,,,Rain
2017-02-26 04:00:00,1.3,0.6,95.0,80.0,16.0,12.9,100.75,,,Rain
2017-02-26 05:00:00,1.2,0.1,92.0,90.0,14.0,19.3,100.71,,,Rain
2017-02-26 06:00:00,1.2,-0.3,90.0,80.0,14.0,24.1,100.69,,,Rain
2017-02-26 07:00:00,1.8,-0.8,83.0,50.0,13.0,32.2,100.68,,,Cloudy
2017-02-26 08:00:00,1.4,-0.4,88.0,110.0,7.0,32.2,100.73,,,Cloudy
2017-02-26 09:00:00,2.2,-0.2,84.0,110.0,4.0,32.2,100.77,,,Cloudy
2017-02-26 10:00:00,4.3,0.1,74.0,360.0,2.0,32.2,100.78,,,Cloudy
2017-02-26 11:00:00,4.9,-0.1,70.0,290.0,10.0,32.2,100.77,,,Cloudy
2017-02-26 12:00:00,5.6,0.8,71.0,300.0,20.0,32.2,100.75,,,Cloudy
2017-02-26 13:00:00,6.4,2.3,75.0,300.0,30.0,32.2,100.7,,,Mainly Clear
2017-02-26 14:00:00,6.3,2.4,76.0,290.0,35.0,32.2,100.67,,,Mainly Clear
2017-02-26 15:00:00,6.5,3.0,78.0,290.0,36.0,32.2,100.67,,,Mainly Clear
2017-02-26 16:00:00,6.4,2.3,75.0,290.0,32.0,32.2,100.66,,,Mainly Clear
2017-02-26 17:00:00,6.4,1.7,72.0,280.0,31.0,32.2,100.67,,,Mainly Clear
2017-02-26 18:00:00,5.2,-1.9,60.0,310.0,13.0,32.2,100.69,,,Mainly Clear
2017-02-26 19:00:00,5.8,-3.0,53.0,100.0,5.0,48.3,100.72,,,Mainly Clear
2017-02-26 20:00:00,2.4,-4.8,59.0,110.0,12.0,32.2,100.75,,,Mainly Clear
2017-02-26 21:00:00,1.9,-6.0,56.0,120.0,12.0,32.2,100.76,,,Mainly Clear
2017-02-26 22:00:00,2.1,-6.0,55.0,190.0,8.0,32.2,100.77,,,Mainly Clear
2017-02-26 23:00:00,2.1,-7.3,50.0,80.0,3.0,32.2,100.75,,,Mainly Clear
2017-02-27 00:00:00,1.1,-6.3,58.0,160.0,8.0,32.2,100.74,,,Mainly Clear
2017-02-27 01:00:00,0.5,-6.6,59.0,100.0,6.0,32.2,100.74,,,Mainly Clear
2017-02-27 02:00:00,-1.6,-5.6,74.0,80.0,13.0,32.2,100.72,,-6.0,Mainly Clear
2017-02-27 03:00:00,-1.1,-5.2,74.0,90.0,14.0,32.2,100.69,,-6.0,Mainly Clear
2017-02-27 04:00:00,-0.2,-4.8,71.0,100.0,13.0,24.1,100.66,,-4.0,Cloudy
2017-02-27 05:00:00,0.5,-5.3,65.0,100.0,16.0,19.3,100.65,,,Snow Showers
2017-02-27 06:00:00,0.6,-6.3,60.0,80.0,8.0,19.3,100.65,,,Snow Showers
2017-02-27 07:00:00,1.2,-4.9,64.0,50.0,14.0,24.1,100.63,,,Cloudy
2017-02-27 08:00:00,0.9,-5.4,63.0,110.0,11.0,24.1,100.64,,,Snow Showers
2017-02-27 09:00:00,0.2,-3.0,79.0,100.0,17.0,24.1,100.65,,,Snow Showers
2017-02-27 10:00:00,-0.2,-1.3,92.0,70.0,16.0,6.4,100.63,,-5.0,Snow
2017-02-27 11:00:00,0.7,-1.4,86.0,70.0,13.0,24.1,100.61,,,Snow
2017-02-27 12:00:00,1.4,-1.0,84.0,90.0,9.0,24.1,100.56,,,Snow
2017-02-27 13:00:00,2.0,-1.1,80.0,150.0,4.0,24.1,100.5,,,Cloudy
2017-02-27 14:00:00,2.0,-1.3,79.0,260.0,12.0,24.1,100.5,,,Cloudy
2017-02-27 15:00:00,3.4,-0.1,78.0,290.0,13.0,24.1,100.53,,,Cloudy
2017-02-27 16:00:00,3.1,-0.7,76.0,290.0,13.0,48.3,100.51,,,Mainly Clear
2017-02-27 17:00:00,2.6,-1.0,77.0,270.0,18.0,48.3,100.53,,,Mainly Clear
2017-02-27 18:00:00,1.6,-1.5,80.0,290.0,17.0,32.2,100.57,,,Mainly Clear
2017-02-27 19:00:00,0.8,-1.6,84.0,350.0,7.0,32.2,100.58,,,Mainly Clear
2017-02-27 20:00:00,0.8,-1.8,83.0,110.0,7.0,32.2,100.65,,,Mainly Clear
2017-02-27 21:00:00,-0.6,-2.5,87.0,90.0,12.0,32.2,100.69,,-5.0,Mainly Clear
2017-02-27 22:00:00,-1.4,-2.2,94.0,100.0,14.0,24.1,100.73,,-6.0,Mainly Clear
2017-02-27 23:00:00,-1.4,-2.2,94.0,90.0,14.0,24.1,100.79,,-6.0,Mainly Clear
2017-02-28 00:00:00,-0.1,-1.1,93.0,80.0,9.0,24.1,100.85,,-3.0,Mainly Clear
2017-02-28 01:00:00,-1.0,-2.1,92.0,80.0,7.0,24.1,100.9,,-4.0,Mostly Cloudy
2017-02-28 02:00:00,-1.2,-2.3,92.0,70.0,10.0,24.1,100.96,,-5.0,Mostly Cloudy
2017-02-28 03:00:00,-0.8,-1.9,92.0,360.0,1.0,24.1,101.03,,-1.0,Mostly Cloudy
2017-02-28 04:00:00,-0.4,-1.5,92.0,90.0,6.0,19.3,101.1,,-2.0,Mostly Cloudy
2017-02-28 05:00:00,-0.4,-1.7,91.0,100.0,5.0,24.1,101.17,,-2.0,Mostly Cloudy
2017-02-28 06:00:00,-0.3,-1.6,91.0,100.0,9.0,19.3,101.26,,-3.0,Mostly Cloudy
2017-02-28 07:00:00,0.4,-1.5,87.0,110.0,8.0,16.1,101.35,,,Snow Showers
2017-02-28 08:00:00,-0.2,-1.2,93.0,100.0,11.0,1.6,101.47,,-4.0,Snow
2017-02-28 09:00:00,0.2,-1.0,92.0,80.0,7.0,8.1,101.59,,,Snow
2017-02-28 10:00:00,1.5,-0.3,88.0,110.0,10.0,24.1,101.65,,,Mostly Cloudy
2017-02-28 11:00:00,2.3,-0.3,83.0,100.0,8.0,24.1,101.73,,,Mostly Cloudy
2017-02-28 12:00:00,4.2,0.0,74.0,160.0,5.0,24.1,101.8,,,Mostly Cloudy
2017-02-28 13:00:00,4.2,-0.8,70.0,220.0,4.0,24.1,101.83,,,Mostly Cloudy
2017-02-28 14:00:00,4.7,-1.3,65.0,40.0,7.0,48.3,101.85,,,Mostly Cloudy
2017-02-28 15:00:00,5.0,-1.0,65.0,130.0,12.0,48.3,101.88,,,Mostly Cloudy
2017-02-28 16:00:00,4.3,0.1,74.0,120.0,19.0,24.1,101.9,,,Rain
2017-02-28 17:00:00,3.7,1.1,83.0,100.0,18.0,24.1,101.88,,,Rain
2017-02-28 18:00:00,3.7,1.3,84.0,80.0,16.0,16.1,101.84,,,Rain
2017-02-28 19:00:00,3.0,1.4,89.0,60.0,16.0,16.1,101.84,,,Cloudy
2017-02-28 20:00:00,2.7,1.1,89.0,60.0,19.0,12.9,101.82,,,Rain
2017-02-28 21:00:00,2.9,1.4,90.0,70.0,17.0,16.1,101.8,,,Rain
2017-02-28 22:00:00,3.2,1.4,88.0,40.0,17.0,19.3,101.8,,,Cloudy
2017-02-28 23:00:00,5.2,2.9,85.0,140.0,12.0,19.3,101.8,,,Cloudy
2017-03-01 00:00:00,6.0,3.0,81.0,170.0,22.0,24.1,101.81,,,Cloudy
2017-03-01 01:00:00,6.2,3.0,80.0,180.0,27.0,24.1,101.85,,,Cloudy
2017-03-01 02:00:00,6.1,3.3,82.0,180.0,23.0,24.1,101.91,,,Cloudy
2017-03-01 03:00:00,6.0,3.5,84.0,180.0,27.0,24.1,101.95,,,Cloudy
2017-03-01 04:00:00,6.1,3.6,84.0,200.0,26.0,24.1,102.02,,,Cloudy
2017-03-01 05:00:00,5.8,3.2,83.0,240.0,26.0,16.1,102.14,,,Rain Showers
2017-03-01 06:00:00,5.2,3.7,90.0,270.0,23.0,24.1,102.25,,,Rain Showers
2017-03-01 07:00:00,5.4,3.1,85.0,250.0,19.0,48.3,102.33,,,Cloudy
2017-03-01 08:00:00,5.5,2.9,83.0,260.0,16.0,48.3,102.45,,,Cloudy
2017-03-01 09:00:00,6.0,3.9,86.0,250.0,14.0,48.3,102.57,,,Cloudy
2017-03-01 10:00:00,6.3,2.9,79.0,260.0,12.0,48.3,102.68,,,Cloudy
2017-03-01 11:00:00,6.6,3.4,80.0,240.0,11.0,48.3,102.76,,,Cloudy
2017-03-01 12:00:00,7.2,3.5,77.0,290.0,6.0,48.3,102.83,,,Cloudy
2017-03-01 13:00:00,7.2,3.3,76.0,330.0,7.0,48.3,102.85,,,Cloudy
2017-03-01 14:00:00,7.2,1.7,68.0,170.0,3.0,48.3,102.87,,,Cloudy
2017-03-01 15:00:00,7.2,1.9,69.0,210.0,5.0,48.3,102.9,,,Cloudy
2017-03-01 16:00:00,7.3,2.8,73.0,180.0,8.0,48.3,102.92,,,Cloudy
2017-03-01 17:00:00,7.2,3.1,75.0,140.0,8.0,32.2,102.92,,,Cloudy
2017-03-01 18:00:00,6.8,3.6,80.0,150.0,10.0,24.1,102.92,,,Cloudy
2017-03-01 19:00:00,6.7,3.9,82.0,130.0,9.0,24.1,102.92,,,Rain Showers
2017-03-01 20:00:00,6.1,4.4,89.0,100.0,10.0,19.3,102.94,,,Rain Showers
2017-03-01 21:00:00,5.3,4.1,92.0,60.0,14.0,19.3,102.92,,,Rain Showers
2017-03-01 22:00:00,5.3,4.3,93.0,60.0,12.0,12.9,102.93,,,Cloudy
2017-03-01 23:00:00,5.2,4.0,92.0,80.0,15.0,16.1,102.91,,,Cloudy
2017-03-02 00:00:00,4.9,3.7,92.0,80.0,20.0,16.1,102.87,,,Cloudy
2017-03-02 01:00:00,4.7,3.2,90.0,90.0,19.0,16.1,102.83,,,Cloudy
2017-03-02 02:00:00,4.6,3.1,90.0,90.0,18.0,16.1,102.78,,,Cloudy
2017-03-02 03:00:00,4.7,3.5,92.0,90.0,18.0,12.9,102.71,,,Cloudy
2017-03-02 04:00:00,4.7,3.7,93.0,90.0,17.0,12.9,102.63,,,Rain
2017-03-02 05:00:00,4.5,3.6,94.0,90.0,19.0,12.9,102.57,,,Rain
2017-03-02 06:00:00,4.5,3.6,94.0,100.0,17.0,12.9,102.54,,,Rain
2017-03-02 07:00:00,4.5,3.8,95.0,100.0,18.0,16.1,102.46,,,Cloudy
2017-03-02 08:00:00,5.3,4.6,95.0,90.0,11.0,24.1,102.44,,,Cloudy
2017-03-02 09:00:00,6.3,4.8,90.0,130.0,12.0,24.1,102.42,,,Rain
2017-03-02 10:00:00,6.6,4.8,88.0,120.0,20.0,24.1,102.41,,,Rain
2017-03-02 11:00:00,6.5,5.1,91.0,120.0,19.0,16.1,102.4,,,Rain
2017-03-02 12:00:00,6.9,5.2,89.0,110.0,18.0,24.1,102.36,,,Rain
2017-03-02 13:00:00,7.5,5.3,86.0,120.0,20.0,24.1,102.31,,,Rain
2017-03-02 14:00:00,7.2,5.2,87.0,120.0,27.0,24.1,102.2,,,Rain
2017-03-02 15:00:00,7.3,5.0,85.0,130.0,20.0,24.1,102.15,,,Rain
2017-03-02 16:00:00,6.9,5.4,90.0,120.0,23.0,24.1,102.07,,,Rain
2017-03-02 17:00:00,6.7,5.5,92.0,130.0,25.0,16.1,102.0,,,Rain
2017-03-02 18:00:00,6.6,5.6,93.0,120.0,21.0,19.3,101.95,,,Rain
2017-03-02 19:00:00,6.7,5.7,93.0,120.0,22.0,16.1,101.87,,,Rain
2017-03-02 20:00:00,6.5,5.8,95.0,120.0,23.0,16.1,101.81,,,Rain
2017-03-02 21:00:00,6.6,5.7,94.0,120.0,22.0,16.1,101.8,,,Rain
2017-03-02 22:00:00,6.5,4.8,89.0,130.0,23.0,24.1,101.71,,,Cloudy
2017-03-02 23:00:00,6.5,5.1,91.0,140.0,33.0,19.3,101.64,,,Rain
2017-03-03 00:00:00,6.4,5.1,91.0,130.0,39.0,16.1,101.56,,,Rain
2017-03-03 01:00:00,6.5,5.1,91.0,130.0,35.0,19.3,101.51,,,Rain
2017-03-03 02:00:00,6.5,5.5,93.0,140.0,27.0,19.3,101.4,,,Rain
2017-03-03 03:00:00,6.8,5.8,93.0,140.0,24.0,19.3,101.32,,,Rain
2017-03-03 04:00:00,6.8,5.6,92.0,150.0,28.0,24.1,101.21,,,Cloudy
2017-03-03 05:00:00,6.8,5.8,93.0,140.0,23.0,24.1,101.15,,,Cloudy
2017-03-03 06:00:00,6.9,5.5,91.0,150.0,22.0,24.1,101.11,,,Cloudy
2017-03-03 07:00:00,7.0,5.8,92.0,150.0,23.0,16.1,101.05,,,Rain
2017-03-03 08:00:00,7.2,6.0,92.0,160.0,21.0,24.1,101.0,,,Rain
2017-03-03 09:00:00,7.0,4.7,85.0,200.0,18.0,24.1,100.99,,,Rain
2017-03-03 10:00:00,6.8,4.8,87.0,200.0,14.0,24.1,100.98,,,Cloudy
2017-03-03 11:00:00,6.6,4.1,84.0,170.0,12.0,24.1,100.93,,,Rain
2017-03-03 12:00:00,6.0,4.3,89.0,120.0,6.0,16.1,100.85,,,Rain
2017-03-03 13:00:00,6.1,3.9,86.0,100.0,12.0,24.1,100.71,,,Rain
2017-03-03 14:00:00,6.3,4.6,89.0,100.0,19.0,24.1,100.54,,,Rain
2017-03-03 15:00:00,6.3,4.5,88.0,160.0,23.0,19.3,100.41,,,Rain
2017-03-03 16:00:00,5.7,4.5,92.0,190.0,26.0,24.1,100.35,,,Rain
2017-03-03 17:00:00,5.8,3.8,87.0,190.0,22.0,24.1,100.26,,,Rain
2017-03-03 18:00:00,5.4,2.9,84.0,190.0,11.0,24.1,100.18,,,Rain
2017-03-03 19:00:00,5.4,2.6,82.0,220.0,22.0,24.1,100.17,,,Mostly Cloudy
2017-03-03 20:00:00,5.5,2.9,83.0,230.0,24.0,24.1,100.23,,,Mostly Cloudy
2017-03-03 21:00:00,5.3,3.0,85.0,230.0,17.0,24.1,100.25,,,Mostly Cloudy
2017-03-03 22:00:00,5.0,1.0,75.0,260.0,25.0,24.1,100.31,,,Cloudy
2017-03-03 23:00:00,4.2,-1.6,66.0,270.0,24.0,24.1,100.36,,,Cloudy
2017-03-04 00:00:00,4.1,-1.3,68.0,280.0,20.0,32.2,100.44,,,Cloudy
2017-03-04 01:00:00,4.1,-0.1,74.0,300.0,16.0,32.2,100.49,,,Cloudy
2017-03-04 02:00:00,3.7,0.2,78.0,290.0,11.0,32.2,100.57,,,Cloudy
2017-03-04 03:00:00,2.8,-1.6,73.0,270.0,6.0,32.2,100.55,,,Cloudy
2017-03-04 04:00:00,1.4,-0.8,85.0,120.0,10.0,32.2,100.58,,,Cloudy
2017-03-04 05:00:00,2.3,-0.1,84.0,30.0,5.0,32.2,100.65,,,Cloudy
2017-03-04 06:00:00,2.0,0.5,90.0,70.0,13.0,24.1,100.66,,,Rain
2017-03-04 07:00:00,1.4,0.2,92.0,90.0,7.0,24.1,100.67,,,Mainly Clear
2017-03-04 08:00:00,2.4,1.1,91.0,100.0,10.0,24.1,100.7,,,Mainly Clear
2017-03-04 09:00:00,3.4,0.5,81.0,70.0,9.0,32.2,100.72,,,Mainly Clear
2017-03-04 10:00:00,3.6,0.1,78.0,60.0,8.0,32.2,100.7,,,Mostly Cloudy
2017-03-04 11:00:00,5.0,1.1,76.0,90.0,23.0,32.2,100.67,,,Mostly Cloudy
2017-03-04 12:00:00,5.1,-0.1,69.0,90.0,16.0,32.2,100.62,,,Mostly Cloudy
2017-03-04 13:00:00,5.7,1.6,75.0,90.0,23.0,32.2,100.57,,,Mostly Cloudy
2017-03-04 14:00:00,6.0,1.2,71.0,100.0,19.0,32.2,100.49,,,Mostly Cloudy
2017-03-04 15:00:00,6.1,0.2,66.0,100.0,24.0,32.2,100.42,,,Mostly Cloudy
2017-03-04 16:00:00,5.5,-1.4,61.0,100.0,18.0,32.2,100.34,,,Mostly Cloudy
2017-03-04 17:00:00,5.2,-2.4,58.0,80.0,16.0,32.2,100.26,,,Mostly Cloudy
2017-03-04 18:00:00,4.6,-2.5,60.0,70.0,13.0,32.2,100.2,,,Mostly Cloudy
2017-03-04 19:00:00,4.0,-1.8,66.0,40.0,14.0,32.2,100.15,,,Cloudy
2017-03-04 20:00:00,3.1,-1.8,70.0,70.0,10.0,32.2,100.05,,,Cloudy
2017-03-04 21:00:00,3.4,-2.8,64.0,70.0,5.0,32.2,99.98,,,Cloudy
2017-03-04 22:00:00,2.9,-2.8,66.0,70.0,12.0,32.2,99.94,,,Cloudy
2017-03-04 23:00:00,2.3,-2.4,71.0,110.0,5.0,32.2,99.9,,,Cloudy
2017-03-05 00:00:00,1.9,-1.7,77.0,130.0,4.0,32.2,99.87,,,Cloudy
2017-03-05 01:00:00,2.4,-2.3,71.0,120.0,9.0,32.2,99.87,,,Cloudy
2017-03-05 02:00:00,2.7,-2.4,69.0,80.0,5.0,19.3,99.85,,,Snow
2017-03-05 03:00:00,0.7,-0.6,91.0,60.0,8.0,4.8,99.84,,,Snow Showers
2017-03-05 04:00:00,0.1,-0.3,97.0,10.0,6.0,1.2,99.81,,,Snow
2017-03-05 05:00:00,0.0,-0.3,98.0,360.0,3.0,0.8,99.81,,-1.0,Moderate Snow
2017-03-05 06:00:00,0.0,-0.3,98.0,320.0,3.0,3.2,99.8,,-1.0,Snow
2017-03-05 07:00:00,0.4,0.3,99.0,110.0,7.0,3.2,99.81,,,"Rain Showers,Snow Showers,Fog"
2017-03-05 08:00:00,0.4,0.3,99.0,80.0,10.0,4.8,99.82,,,Snow Showers
2017-03-05 09:00:00,0.9,0.5,97.0,70.0,11.0,12.9,99.83,,,Snow Showers
2017-03-05 10:00:00,1.2,-0.1,91.0,50.0,13.0,12.9,99.85,,,Cloudy
2017-03-05 11:00:00,1.7,0.5,92.0,60.0,12.0,12.9,99.86,,,Cloudy
2017-03-05 12:00:00,2.3,1.1,92.0,80.0,16.0,12.9,99.86,,,Rain Showers
2017-03-05 13:00:00,3.5,2.0,90.0,70.0,16.0,16.1,99.83,,,Mostly Cloudy
2017-03-05 14:00:00,4.2,2.2,87.0,70.0,19.0,16.1,99.77,,,Rain Showers
2017-03-05 15:00:00,2.7,1.5,92.0,50.0,18.0,12.9,99.77,,,Rain Showers
2017-03-05 16:00:00,1.3,0.6,95.0,30.0,13.0,4.8,99.77,,,"Rain Showers,Snow Pellets"
2017-03-05 17:00:00,2.6,1.6,93.0,60.0,14.0,16.1,99.75,,,"Rain Showers,Snow Pellets"
2017-03-05 18:00:00,2.8,1.6,92.0,70.0,17.0,16.1,99.77,,,Rain Showers
2017-03-05 19:00:00,2.8,1.6,92.0,100.0,14.0,24.1,99.81,,,Rain Showers
2017-03-05 20:00:00,2.4,1.4,93.0,140.0,20.0,19.3,99.85,,,Rain Showers
2017-03-05 21:00:00,1.0,0.4,96.0,80.0,16.0,24.1,99.88,,,Rain Showers
2017-03-05 22:00:00,0.8,0.4,97.0,100.0,17.0,24.1,99.96,,,Cloudy
2017-03-05 23:00:00,0.9,0.5,97.0,90.0,9.0,24.1,100.02,,,Cloudy
2017-03-06 00:00:00,0.5,0.1,97.0,90.0,13.0,24.1,100.08,,,Cloudy
2017-03-06 01:00:00,1.1,0.7,97.0,80.0,10.0,16.1,100.13,,,Rain
2017-03-06 02:00:00,2.0,1.4,96.0,130.0,5.0,16.1,100.17,,,Rain
2017-03-06 03:00:00,1.3,0.7,96.0,30.0,5.0,16.1,100.23,,,Rain
2017-03-06 04:00:00,2.5,0.2,85.0,230.0,16.0,24.1,100.35,,,Mostly Cloudy
2017-03-06 05:00:00,2.6,-2.3,70.0,240.0,22.0,24.1,100.44,,,Mostly Cloudy
2017-03-06 06:00:00,2.1,-3.2,68.0,240.0,17.0,24.1,100.54,,,Mostly Cloudy
2017-03-06 07:00:00,1.9,-2.8,71.0,240.0,11.0,32.2,100.6,,,Mostly Cloudy
2017-03-06 08:00:00,2.1,-2.4,72.0,270.0,4.0,32.2,100.69,,,Mostly Cloudy
2017-03-06 09:00:00,2.1,-0.5,83.0,90.0,9.0,32.2,100.76,,,Mostly Cloudy
2017-03-06 10:00:00,4.7,0.8,76.0,40.0,8.0,32.2,100.82,,,Mostly Cloudy
2017-03-06 11:00:00,5.0,-1.7,62.0,230.0,9.0,32.2,100.92,,,Mostly Cloudy
2017-03-06 12:00:00,4.8,-1.9,62.0,220.0,13.0,32.2,100.98,,,Mostly Cloudy
2017-03-06 13:00:00,4.8,-2.3,60.0,220.0,10.0,32.2,101.01,,,Mostly Cloudy
2017-03-06 14:00:00,5.3,-3.3,54.0,230.0,10.0,32.2,101.0,,,Mostly Cloudy
2017-03-06 15:00:00,5.2,0.0,69.0,210.0,21.0,32.2,101.05,,,Mostly Cloudy
2017-03-06 16:00:00,5.2,0.0,69.0,190.0,17.0,32.2,101.09,,,Mainly Clear
2017-03-06 17:00:00,4.2,0.7,78.0,190.0,10.0,32.2,101.16,,,Mainly Clear
2017-03-06 18:00:00,3.9,0.4,78.0,170.0,7.0,32.2,101.21,,,Mainly Clear
2017-03-06 19:00:00,2.4,-1.6,75.0,130.0,12.0,32.2,101.25,,,Cloudy
2017-03-06 20:00:00,1.9,-1.9,76.0,70.0,12.0,32.2,101.31,,,Cloudy
2017-03-06 21:00:00,1.1,-0.7,88.0,100.0,18.0,32.2,101.35,,,Cloudy
2017-03-06 22:00:00,1.5,-0.3,88.0,100.0,18.0,24.1,101.41,,,Cloudy
2017-03-06 23:00:00,2.2,-0.6,82.0,90.0,16.0,24.1,101.44,,,Cloudy
2017-03-07 00:00:00,2.0,0.1,87.0,70.0,14.0,8.1,101.46,,,"Rain,Snow"
2017-03-07 01:00:00,1.3,0.6,95.0,80.0,15.0,24.1,101.45,,,Rain
2017-03-07 02:00:00,3.0,1.1,87.0,140.0,23.0,24.1,101.44,,,Rain
2017-03-07 03:00:00,3.4,1.0,84.0,150.0,18.0,24.1,101.46,,,Rain
2017-03-07 04:00:00,3.2,1.1,86.0,150.0,22.0,24.1,101.46,,,Cloudy
2017-03-07 05:00:00,2.6,0.7,87.0,140.0,20.0,24.1,101.45,,,Cloudy
2017-03-07 06:00:00,3.2,0.6,83.0,130.0,18.0,24.1,101.45,,,Cloudy
